entid,entid_inv,CONAM_before,CONAM_after,CONPROP_before,CONPROP_after,ttype,ATDATE
959830672,0,37998.03823196025,37999.497635575775,99.37119105366192,,2.0,
620868429,0,1258.367125185561,1258.7632545681502,15.211070891675226,,2.0,
620868429,0,1043.9969231454206,1044.3965790636848,11.410181336522792,,2.0,
620868429,0,1053.2848678442194,1052.2963745461757,9.281684464375772,,2.0,
620868429,0,1051.8026348705723,1052.452651680206,9.182623903776587,,2.0,
620868429,0,914.802041575067,912.2037076571628,9.211405652489502,,2.0,
620868429,0,1279.516472790035,1280.3512737116114,12.881492091382995,,2.0,
620868429,0,1049.3968106859438,1052.6739476459652,10.85295929130001,,2.0,
620868429,0,1044.5583495866736,1043.4771564431917,9.66147116362696,,2.0,
658987796,994931,49.28319456073652,50.09332643260222,0.8437614773753387,,2.0,
658987796,0,9950.391901141857,9949.332349617682,98.23205887226231,,2.0,
805505073,1407391,4399.538093511415,4400.380126280668,14.246790488134836,,2.0,
805505073,1463532,14850.251749335355,14848.364151323802,49.47277161224597,,2.0,
805505073,1471432,4000.124398417807,4000.358467049216,14.122902577541124,,2.0,
805505073,1158371,7749.533369996912,7748.381369350299,24.647164519642004,,2.0,
805505073,1463532,14851.557083090298,14851.632553774276,50.64035982370113,,2.0,
606816694,0,31.378620215890656,,11.30049188456725,0.3831419484757278,4.0,2017-07-16
606816694,0,29.43175436406761,,10.38092427743047,-0.113787240452465,4.0,2017-12-16
606816694,44887286,300.6816950441002,301.23652145594025,100.03440849592911,,2.0,
606816694,44887286,,59.38769186914215,-0.3148753113846078,19.245280804643443,3.0,2017-09-16
606816694,66187,240.7236026343135,,80.54210529178518,,4.0,
1031153973,0,49.19260307569773,63.87270228946521,49.17928819437642,65.10898999833212,1.0,2017-05-24
1031153973,0,,36.15854498368426,0.4138315916690268,34.11958736714128,3.0,2017-09-24
1031153973,0,49.11338318783131,,47.85713041723098,1.3537517357328606,4.0,2017-07-24
533954281,0,49.91865098542057,50.5882575941722,98.68935023414669,,2.0,
532580930,0,49.294653449986285,50.08602847441367,4.498916368808929,,2.0,
532580930,0,950.4812130975096,950.850798527952,93.64452814926204,,2.0,
982196289,0,101.64939845819896,100.5255895022504,81.24570747893262,,2.0,
982196289,0,22.76999429959964,24.97700110703321,19.93592688189027,,2.0,
210167448,0,,98.41703669658384,1.522970279157223,-2.6462581090695894,3.0,2018-12-02
210167448,0,,99.1778615064096,-2.1935708939636065,0.5395062242089849,3.0,2018-09-02
210167448,0,,200.96917461104368,1.6090972097318423,-1.2560942089742548,3.0,2018-09-02
210167448,0,,100.1668957238516,0.0740978574092128,-0.9402767719084052,3.0,2018-07-02
210167448,0,201.9265234983108,199.60519094586184,1.7329322794040651,,2.0,
210167448,0,100.56349171019806,98.1292907688146,2.2798384282852866,,2.0,
210167448,0,100.81875251297194,99.59388702120825,1.7848483029841162,,2.0,
210167448,0,99.48080244688816,98.20176537507857,2.971686547097192,,2.0,
210167448,0,,299.8901820851946,2.0756968442970707,-1.6223649641053826,3.0,2018-02-02
210167448,0,,101.43582840497486,2.1101402110725163,0.5291243459003604,3.0,2018-08-02
210167448,0,,98.2028877422614,-0.3269360190573302,-1.5667127984713651,3.0,2018-09-02
210167448,0,,99.6282566989302,-2.870509550861881,0.3762301708934233,3.0,2018-11-02
210167448,5517173,9899.563515038431,1999.691066709771,97.67188668441328,100.73466748088764,2.0,2018-04-02
210167448,0,198.84992810964889,200.50429239363632,4.919908530782644,,2.0,
210167448,0,101.0604321977567,98.42478558384194,2.7146479363216898,,2.0,
210167448,0,99.28905788949317,98.99696150570514,0.9507162350908224,,2.0,
210167448,0,,99.62895721362824,-1.236063579090145,-0.5274067204545762,3.0,2018-12-02
210167448,0,,99.631681134521,-0.9060781923604636,0.2010728425303412,3.0,2018-05-02
210167448,0,,103.30212909361325,-1.503936330175785,1.128624660049087,3.0,2018-09-02
210167448,0,99.55761330158568,99.80999980648906,1.9314286708124075,,2.0,
210167448,0,101.4900432586456,100.05070628282732,1.7001017721482858,,2.0,
210167448,0,99.82320002972438,100.0040662568093,1.060094453167332,,2.0,
210167448,0,98.24321888689772,100.53249696066058,0.0503609774016329,,2.0,
210167448,0,,100.85572958986478,-2.171726582322133,0.5813289394910636,3.0,2018-02-02
210167448,0,,199.3322464671304,0.7311461344411913,-2.3743211696678066,3.0,2018-12-02
210167448,0,,99.1808115048351,2.0526150439727524,0.2102470401346542,3.0,2018-05-02
210167448,0,100.78672640379818,101.76677740596467,2.1215990194896195,,2.0,
210167448,0,100.08822912435936,100.57627769529158,2.4336090600567566,,2.0,
210167448,0,100.8661644651548,98.37485857214972,3.1479446504000705,,2.0,
210167448,0,,100.02372571964904,1.2702002661837108,0.5887314072278036,3.0,2018-05-02
210167448,0,,100.62755526763333,-0.2681775431442154,-0.9890958619321628,3.0,2018-11-02
210167448,0,,99.94759240762968,-0.6602239922474816,-0.1402663757056945,3.0,2018-11-02
210167448,5517173,1998.908541546793,1997.948926731316,42.96725845308329,,2.0,
210167448,0,101.62097782529932,97.22111196179068,3.355802403190338,,2.0,
210167448,0,99.47839068141232,101.29966175763616,0.6283640131276955,,2.0,
210167448,0,99.4666522432764,98.00761057481454,2.0124331233548256,,2.0,
210167448,0,,99.042474887449,0.3790125927479635,0.8924850088539017,3.0,2018-05-02
210167448,0,,99.910029115916,0.8922402315841886,-0.0763399684796921,3.0,2018-11-02
210167448,0,,101.3733871767561,1.1706449966356698,-0.6018623845835659,3.0,2018-11-02
210167448,0,,102.56317777739584,0.1708663582235594,-1.4116706917671813,3.0,2018-03-02
210167448,0,299.22780931642546,301.3266680551321,5.8016660686226125,,2.0,
210167448,0,98.11417208027002,99.21803993196198,2.4820577250599496,,2.0,
210167448,0,99.24084485751902,100.48925898553593,2.503760867517172,,2.0,
210167448,0,101.31917448055331,100.69493888573362,0.8518453081071256,,2.0,
1001226199,0,999.608636650332,1000.0419645321324,100.90376806457073,,2.0,
1001226199,0,999.167297828724,1000.546167925722,98.41792396468404,,2.0,
944659388,0,1.025991114464432,-0.8785957399214012,0.0377161179618738,,2.0,
190939668,0,200.6126730608418,197.71601419975315,99.50704216246432,100.1722713241322,,
640968401,8256329,700.6037235386456,699.2958611665755,99.62299674090455,,2.0,
1074043626,0,1400.2684890815174,,40.067252466945625,,4.0,
58165557,0,489.13222417616873,490.4044372558057,50.74779998992734,,2.0,
58165557,0,510.2483652939807,511.1953540297253,51.20656740583149,,2.0,
1057417896,0,0.849864714406295,-1.605642940612748,0.8268178103241557,,2.0,
274537741,0,1.3636486562692325,-1.4768532065893367,1.3083629439509046,,2.0,
972603126,0,299.4971666672828,298.8913381130646,98.83480851946987,,2.0,
77287261,0,1001.3434646198252,998.8878803484848,98.67618418287928,,2.0,
75056894,0,-0.8495748886646556,-0.531245293029171,0.9873155495535256,,2.0,
919169251,0,9.545432332710508,9.808868033786624,99.36700606899127,,2.0,
140245352,0,100.52374574666293,99.631644617636,99.97460549843773,,2.0,
372210897,166759,1998.902005858968,2000.182915503894,101.94206365377536,,2.0,
372210897,166759,2000.2979456227797,,100.51825342648158,,4.0,
720719528,0,1.013951098480263,1.8444581687826656,18.41600822777115,,2.0,
720719528,0,6.383472934270872,4.450870849392572,49.69949021323884,,2.0,
720719528,0,1.4527921532386574,2.5807437302472955,29.59348342791837,,2.0,
333853715,0,5.347331006686074,4.386399796671458,61.31592239195542,,2.0,
1118845943,0,0.3610289074212414,-1.0906301494196105,-0.9956501009541208,,2.0,
919821609,0,500.3710981418488,498.35516459461246,97.84296235096534,99.63949359389932,,
1024186033,8197049,2000.7044355533808,,5.764102808105814,,4.0,
1024186033,0,2000.080057817897,1999.120451764115,4.708343718224131,,2.0,
1098183164,8124796,101.24034773459007,98.60275800538498,50.78492286125225,,2.0,
1098183164,0,50.57093219065384,50.25222324489263,24.012413683806415,,2.0,
1098183164,0,25.62230918914084,26.530024478816923,11.066867845997916,,2.0,
1098183164,0,25.779224517304318,26.5317491044742,12.171830370505909,,2.0,
784543149,1512128,1001.5515060948608,998.1703833616004,101.17325553437126,,2.0,
173425626,0,501.9463499306278,500.6252042765021,101.49025026206374,,2.0,
1022501713,0,269.86547156213106,269.4454187635339,9.855937195104437,,2.0,
165029844,9136237,7000.066454351226,6997.898492992298,67.82335267942285,,2.0,
1197260202,13582965,3682.020682242518,3680.5244284232544,34.98721202567512,,2.0,
1197260202,0,1000.7644570324044,998.5328245707192,9.974335870411949,,2.0,
1197260202,14195280,3499.156905412263,3499.927924597472,36.56223295935172,,2.0,
1197260202,14195280,3499.6608575056016,3497.653786449167,34.23484458700522,,2.0,
1197260202,10949792,518.5459542359777,519.8496504700389,4.938429690489303,,2.0,
1197260202,0,999.9009537421136,1001.0618100379716,9.69970452745487,,2.0,
1197260202,0,499.7453799171814,501.03120518446434,4.613982285222641,,2.0,
908247590,0,4499.291191029112,4500.874487990652,89.70455831249562,,2.0,
908247590,0,499.1995830834882,499.248660463448,10.334770586516235,,2.0,
485154649,0,1998.7323804195216,2000.643554956761,15.733404597819456,,2.0,
485154649,12872074,7078.61884159646,7080.010771403506,57.072857515730334,,2.0,
485154649,14201925,2998.578434687579,3000.224132739744,25.29223511518141,,2.0,
122404006,0,,,,,4.0,2005-11-26
