entid,ANCHEYEAR,ispublic,ASSGRO,LIAGRO,VENDINC,MAIBUSINC,PROGRO,NETINC,RATGRO,TOTEQU
100233421,2014,1,-0.1550754283786464,-0.362538318648246,-0.4732519372501747,-1.5608209816349785,-0.2017898606911871,-1.5221162280038256,1.182757472099967,-0.8114076116905481
307832564,2014,1,0.0963099831300152,0.6200533273361049,-0.9838189570475732,0.6284796169740537,0.7221614476401688,0.2335382826841959,0.5643246982765411,0.8664462516532201
793823151,2013,1,1000.532838229555,1.2565471660465837,0.7339733137819211,-1.2620436538623243,-0.2408021625372176,-0.6642133979437184,0.2381918335734088,1000.884236210154
210383067,2013,1,10.547112099508354,-0.6165362056674943,-0.4741067491976837,-0.2239737332239312,-0.2357211922455382,-2.2305000559128483,-1.4502542021515057,10.771740927590413
841541151,2013,1,8.743832585082075,-0.3841809703082421,32.02026355452267,9.427873716903186,30.055183500150147,20.495724141941945,3.0482994676557884,10.056035347498652
210383067,2014,1,9.224708703595343,-0.0148067471841721,-0.6607288821282401,0.4481620871148332,-1.877728456540376,-1.850899854565213,0.3446492639614233,9.159440335879172
841541151,2014,1,27.00256350895502,-0.0030995951822292,40.04771553560446,10.278582310604696,30.4983765779158,30.06291865710938,9.222279334861147,28.509751068134342
211101804,2013,1,68.18722689387003,1.2778810549436703,,0.5626771966671379,-7.005041135999841,-6.521988990043047,-0.8714246585993476,68.91196075442578
211101804,2014,1,67.53615425166107,-1.2502626057197783,,-0.0370495942138192,-4.677416973005023,-5.367074556815169,0.918237454289629,66.8186294043575
885962709,2014,1,1001.3002127863978,0.0501810008736338,-0.7537764232368311,0.1893749140475703,-0.019687477697477,-0.0409663891657495,1.127422867222004,998.936895891836
95898023,2015,1,100.98940495777975,-1.0333908468636503,-1.1042510958509768,-0.5099190547973593,-1.0268939353916335,1.2505224375028128,0.8010929220176636,100.3130762888543
95898023,2014,1,-0.9732857524046268,-0.0134773190629891,0.8865013527092295,0.0480851934912146,0.8920713492101953,-0.7061540538732592,-1.818696648087745,98.33115594215248
150680780,2014,1,100.29631792066216,0.5730877510085706,-0.7216355763178016,-0.3696519549539698,0.3907349783026279,0.4766909902266893,1.8171326086440207,100.22653328513915
353587921,2015,1,,,,49.59323168464391,,11.001379945511658,2.3239207074063417,
346671211,2013,1,2087.4198845317687,1347.1589214797004,-0.5270592320535834,-0.7227019524995528,-5.372029653512195,-4.26916988255249,0.4664492725027582,739.4000717090695
1197260202,2014,1,14762.8713078436,3790.79950074084,984.763965242532,619.8754869708719,512.8963385970416,386.9486493337808,283.89258700453547,10972.14244991815
28115559,2013,1,1999.8575996100133,3.370727386634406,1.5612025070919109,-0.2352188243003811,-0.0475024305951291,-1.010677615975847,-0.3090667140976685,1997.6455575376344
616014124,2014,1,1001.3933812144888,-0.98431539030506,1.3923109178011688,1.1322591774311137,2.215817321596293,-1.4483186704412168,1.0376674381576447,-0.3774187289752586
28115559,2014,1,1999.494870437848,0.1655790969448229,1.2167240435346087,-1.2478686431785333,-0.2755688446250187,-0.3403359884082908,0.2145580243442651,1998.0492482338148
376483949,2013,1,2492.4478382417624,,,,,,,
861969081,2013,1,4328.614999907725,2465.8526782382846,0.4361656218528348,-0.6418337192348991,-139.4706290066262,-138.24867945199315,-1.6629929520414757,1859.4339183701245
861969081,2014,1,5842.523555437395,3832.311245884114,5410.379711287161,5410.720836960231,9.323805586264523,9.46039796168177,19.62750566958002,2010.9714777999568
316088181,2013,1,1365.206524905967,1361.917862543667,1.2055156852335769,-0.5574542240063111,-2.428951837394047,-1.5574215063152184,-0.0974446634720312,1217.811190782763
316088181,2014,1,1363.8811887094078,1364.2030255163313,1.8965272673744584,0.8265143420751098,-1.1558564431478753,-1.19319919834418,0.3923949077095717,1218.613914644848
109252429,2013,1,499.9350893920006,-1.09122867360282,0.7261086156823752,-1.1192027791284325,-0.0379011853255293,-2.657239119111035,1.7162966447170922,499.06620123287183
109252429,2014,1,499.09808648589024,-1.0268248165956266,-0.4162755289036818,0.7386617080205552,-0.3412864600924071,-1.0446936415278123,-0.3867410366314653,499.80316643147495
654589853,2014,1,5000.069701998174,,,,,,,4999.096705995219
572538608,2013,1,1002.7837921594744,1.5931113498660912,-0.1840850903002877,-1.4493201001913274,1.940778261761796,0.6020818244545638,2.388963011790988,1003.1427951306496
572538608,2014,1,1003.1498362100637,2.7850158485207586,-0.1599619334502611,1.7468426634734395,-0.44023997532632,0.1078054570616823,-0.930781206805676,998.9086321548197
1187619116,2013,1,49.894582415710765,-0.3086138332278543,-1.0216323670493028,-1.830182135771088,-0.2846896644791328,-0.7709650688880773,-1.2345308693917756,49.35945852383523
1187619116,2014,1,51.26188106701148,1.4683341645731092,0.1043712652425191,-1.02891747422858,-0.5205987105738623,-0.9796611215247452,-0.3972084608594723,49.76434471928341
668158638,2014,1,-0.8583673084414755,-0.1398844776340781,-0.3390914021156357,1.9359718335754696,-0.0888097670250217,0.029014253616168,0.7893876404406192,-1.9675746531969267
1090847978,2015,1,,,,59374.32807090424,,26264.21378703174,8932.784015922698,
787246286,2013,1,10069.233342532389,35.18161388204072,1.1125098956406352,-1.0372721095616355,35.22342651563298,23.73822376794988,10.904496419353244,10033.393902552636
787246286,2014,1,10032.52238471258,46.624059835505335,0.2889914523752036,-0.202004617933749,-46.19510112188648,-47.94885776427188,0.7073857755776516,9986.251431021796
982196289,2013,1,47.81823291495301,,,,,,,
786961077,2013,1,8378679.519835496,153599.09801958912,-1.4424167033584312,0.4701572467217174,-515525.06921924686,-515526.8149002155,3121.386903864281,8225079.074639142
786961077,2014,1,8321809.719067489,353360.7104233252,-2.406341245374332,-0.7482755315892268,-256626.7182085685,-256628.92756548515,242.4392253800552,7968449.794232292
1139378624,2016,1,6231.008902040575,296.5069485228815,112.3497657358508,113.32342032530462,-52.48986733499108,-53.49017765887525,7.6146216664270785,5932.867716409674
79532710,2017,1,11696.820878256322,533.6540008897626,532.5318254963563,532.281305217729,1441.2076468152156,1348.8494807680493,93.37813943129184,11164.820469503316
787246286,2016,1,9996.487539125355,34.464062773573815,0.4447708846130522,-0.1434125071352361,-36.268896235524736,-34.70022712655103,-2.0089946635896045,9959.552384405351
787246286,2017,1,10281.442140323948,367.2361874107686,0.7266872198890352,-0.7781509160060972,-44.51155025572581,-43.12366977426653,-0.4339555350736175,9914.261670147049
787246286,2015,1,10011.250495204238,14.926575293065202,0.0620004919106265,-1.147939748018438,10.506497778785086,9.245541143944198,0.7796436956596303,10011.38414418361
24139944,2016,1,4.098033787528234,-0.2102129194430551,1.606525353497986,0.6566895548666245,1.43980066235147,-0.5566853359071824,2.631771651979637,3.1594951501334085
1139378624,2017,1,6217.244309437241,319.25497824254296,53.456809248383145,51.55987390059849,-33.41743609904416,-35.85893863867003,1.6034898076873594,5898.087251848568
1139378624,2014,1,53.23185052660771,127.92204581167292,2.585654585245956,3.4492873700366,-75.62811069685448,73.70883298150605,0.1409704491178366,-72.71016417591585
1139378624,2015,1,6282.199173407794,294.7626038936099,59.65990713516664,57.46686781314359,-137.48690308026255,-138.09892443288146,2.542630641017825,5988.925903850346
346671211,2017,1,-0.4409162001810996,0.379158666851489,-0.4408736163623891,0.243668400004138,-2.865618585612561,0.0752071082793696,0.076355786171526,1.305028787902215
775549241,2017,1,-1.0501336682693487,1.88452730913583,0.5046152695479881,1.431544965966548,-0.0868281163801215,0.5378108284942964,-1.1612600482573516,-1.972656147286043
1082407313,2016,1,4253.057350710762,3762.512876305106,0.033308599085571,0.3423039555415337,-408.7965048401131,-408.02945462191104,9.001558320444339,492.90692237960224
606816694,2016,1,2671.7190819407538,2003.4990885483228,1364.044569818334,1364.4227546973405,125.60069478076066,109.85758830885663,15.773018467711369,667.3089227566801
606816694,2017,1,3584.9686368771218,2721.6925510423857,2352.806913573261,2351.165273056428,284.6232063735541,212.69116380287005,71.12260408173535,861.2446310921379
1031716664,2016,1,-1.5222976762602722,0.4853429684736957,-0.1443228964138278,-0.5052543703640575,1.2711650407903268,-0.9998780945168284,-2.03608513251834,1.441545993428926
1031716664,2015,1,0.7035335278142121,-0.0537865732468875,-2.072003184643258,-0.2358950527175764,1.2216694376658566,-2.047270157257445,-0.3426375784821057,-0.5410823102963996
1031716664,2017,1,0.6762244181773935,3.009152906299367,0.8669153409081594,-0.7516705881919665,2.3993633211914664,0.0496327927889208,0.0097433403224102,1.0441851876321164
993295834,2016,1,55.14090717913491,54.56287416117382,-0.2390121682630606,0.9073631650240548,-2.7502724671138234,0.1222245179120518,-0.2979548313526392,-0.5698468686719337
327107238,2013,1,12.013887818271275,0.1141980727727768,-0.7213386270517896,0.7814144825158009,1.762606250843194,-0.7707010271397345,0.0999857196979038,14.2903102056662
