entid,ispublic,ANCHEYEAR,so1,so2,so3,so4,so5,totalWagesSo1,totalWagesSo2,totalWagesSo3,totalWagesSo5,totalPaymentSo1,totalPaymentSo2,totalPaymentSo3,totalPaymentSo4,totalPaymentSo5,unPaidSocialInsSo1,unPaidSocialInsSo2,unPaidSocialInsSo3,unPaidSocialInsSo4,unPaidSocialInsSo5,honor_num,illegad_num,yea_sub,web_dum,ENTTYPE,INDUSTRYPHY,REGCAP,REGCAPCUR,RECCAP,PARNUM,LIMPARNUM,PARFORM,EXENUM,brand_num,cancel_dum,certificate_num,tax_dum
630988110,1.0,2016.0,0.3180476766475926,1.188452000825541,2.2519640175662987,1.254569198614246,0.2207220459380114,0.7475412112224733,1.4709422372235847,0.5510752712731224,1.705628514228791,0.3187253756801829,0.095138431539741,1.7644853765072837,-2.741598058983994,-0.8308395798049107,-0.8915395515688319,0.1759136887034254,-0.7131611510462662,0.4787380412126351,-1.1356109758233308,,,,,,,,,,,,,,,,,
855400778,1.0,2016.0,-1.4566517851265903,-0.8030086449124029,-1.5717870456974414,1.019798719001639,-0.6234165112141541,0.2138857804080514,0.3715934299451698,0.5762250766015498,-0.5128532587986694,0.6564770817116212,-1.5302074525159768,0.8439032871293947,-1.547207003332938,-0.4650592450075159,0.797932356687299,0.8541057772817486,0.6820763877233418,0.0656618677666315,-1.0563131459897597,,,,,,,,,,,,,,,,,
173425626,1.0,2017.0,0.1913993160260149,0.2221000460140627,0.6641387095290623,-0.9486308418422628,-1.1867311709393145,0.573042378129603,0.3696981446724386,-0.3414246737417827,0.2292671895992403,1.3366831628980371,-0.4040179744188552,-0.340209454748526,-1.2664518850315898,-0.9699201692462744,-0.744029435367232,-1.1559641444750552,-1.4056923560349186,0.0747229842246029,0.1527990954083743,,,,,,,,,,,,,,,,,
1018283505,1.0,2017.0,5.736852741873281,3.296343805942489,3.814755172919565,3.945170239584238,6.109699796396536,-0.7342389896324689,-0.1377151310409363,-0.0351522452908663,-0.0258098257173316,0.8056962267395336,1.3824527435214828,0.4393020832282586,0.2407072275425925,0.8777148771070035,-0.5321777940303876,-0.0909093296405519,1.677268689176351,-1.6157879627878409,-1.34485178294231,,,,,,,,,,,,,,,,,
140245352,1.0,2016.0,-0.0888012830220732,-0.7031969760353521,-0.2165687061328914,-0.1423604766322634,-1.5780714518593892,1.8509758635406983,2.4027135268115543,-0.1593436288245451,0.0873702221571364,1.0991983466054962,0.9412344346474912,0.9763698161254286,-0.4146256060198682,-1.1920379981192846,0.0658105326647587,1.0694882710360043,0.795358028027675,-1.442296867510896,-0.3877741729345068,,,,,,,,,,,,,,,,,
94628547,1.0,2016.0,-1.8512428451168528,1.4191233871468614,0.0733159948478405,-0.3415070523677856,0.6765981925289987,1.3041394252463183,0.6328680190125676,1.1704952998098077,-1.3859002502511617,-1.2791581782663857,-1.5557274189520085,0.5805295398414121,0.8072647922702966,-0.7466004741479177,-0.1172989693148617,-0.7484652378434428,0.1028662654977185,1.2851536250715034,0.8578592976247107,,,,,,,,,,,,,,,,,
380336498,1.0,2017.0,-0.1139151522947701,-0.5296316283373561,0.0222810781115465,-0.1182554211593922,-0.7661044983278086,-1.759830932767817,2.2691742444779512,0.1567288056570143,1.3355014952795825,-0.1738698756870146,0.7583608966125852,-0.6359194351330336,-0.9193266346794162,-0.8001203861229175,-1.3666651623536483,0.095297159916024,0.1106274050644437,1.443692647011782,-0.5272841664663764,,,,,,,,,,,,,,,,,
760576075,1.0,2017.0,-0.630495143076967,-1.6044189223617444,0.2696097143643112,-1.4885115575109793,-0.1021792981727388,0.6850530166929212,-0.397813306529084,-0.7317733679556329,2.636606253934244,-1.4394850371968049,0.4059141682712102,-1.658123610431517,-0.5976127204783854,0.2365516855720873,-0.0998621588049301,0.1618735435428051,1.164919289910721,0.9820591293171064,-1.2543030330282583,,,,,,,,,,,,,,,,,
919821609,1.0,2016.0,2.6417468526378105,-0.9354064254320004,-0.5428983293694056,0.1407757210042581,1.3657616423745391,0.0682743647454577,-1.1909082449810209,-0.5045018048353723,-0.7472725092192585,0.0232570259376919,0.266836629871912,0.2290876316980661,-2.198831710112609,0.1675226909671509,0.8290198235551953,1.7038427285723816,0.1715417987822781,-0.5811877168248601,-1.193013307056008,,,,,,,,,,,,,,,,,
187884675,1.0,2016.0,-0.0360442009092614,2.015618443320725,-0.0013667884698765,0.8164609534543771,-0.347267897296449,-0.6518178927035616,0.4235346206461819,0.5979593006675541,0.8024854065211524,-1.158299816561528,0.9051059375856352,-1.0803539198882013,2.217592288907826,0.6078466352144052,-0.7776670724653807,1.8675148191458075,0.3835486927564765,0.6770058631145978,0.2669062180565401,,,,,,,,,,,,,,,,,
507043244,1.0,2017.0,2.3012674665612582,0.827035466033106,-0.082876178205902,1.1689263969293306,-1.4581264161165133,-0.1531611422776967,-1.8174386032024208,1.8596745378712491,-0.368374750224177,1.277344138416074,0.854750074327742,-1.5147051502248243,1.376023927868156,0.474538917087337,-1.8339404921514653,1.034745292804766,-0.4264307203971685,1.929723612376667,-0.8297846499463932,,,,,,,,,,,,,,,,,
507043244,1.0,2016.0,1.3268347743835074,0.8643361320469988,-0.7378157789816857,-0.0541566527723591,-1.49577526542019,0.9404972990692472,0.5328242145366068,0.4283802131935554,0.5025725355052316,-1.2773510660528054,-0.9594342024430942,-0.2803281167524283,0.8689012969471938,-0.4821241457039854,-1.0296700081990042,-0.3928699737003428,-1.816832715249168,1.0592120633073088,0.0665036132413146,,,,,,,,,,,,,,,,,
1171087251,1.0,2016.0,-1.2855910618141488,1.2309159580284774,-0.0853251572559524,0.1580545323736106,1.4966959556669437,-0.7044779023855421,0.0047066568181187,-0.1323552345290794,-1.660972757732334,-0.5755835239757322,0.5288333740286041,-0.3099235772882802,-1.393037676677574,0.2576346524066369,-1.8577324382594271,0.9778597572512768,-0.7610524391244323,0.3001301566975065,0.4265682110503751,,,,,,,,,,,,,,,,,
936352630,1.0,2018.0,16.7427084581642,17.601122526195507,17.00193008600931,17.49242989072186,16.786264118661972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
